Nb images:,5
Size:,640
posX,Image 1,,,,,,,,,,Image 2,,,,,,,,,,Image 3,,,,,,,,,,Image 4,,,,,,,,,,Image 5,,,,,,,,,,
,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,Pattern,Red,Green,Blue,Rate Red,Rate Blue,Rate Green,Hue,Saturation,Value,
326,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,31280,15,17,16,0.483871,0.269841,0.516129,0.811504,0.477183,0.516129,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,31148,15,13,12,0.483871,0.206349,0.387097,0.891451,0.573545,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
327,33294,16,16,14,0.516129,0.253968,0.451613,0.874349,0.507937,0.516129,31248,15,16,16,0.483871,0.253968,0.516129,0.812826,0.507937,0.516129,31282,15,17,18,0.483871,0.269841,0.580645,0.781439,0.535273,0.580645,31148,15,13,12,0.483871,0.206349,0.387097,0.891451,0.573545,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
328,33294,16,16,14,0.516129,0.253968,0.451613,0.874349,0.507937,0.516129,31280,15,17,16,0.483871,0.269841,0.516129,0.811504,0.477183,0.516129,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,31383,15,20,23,0.483871,0.317460,0.741935,0.732006,0.572119,0.741935,
329,33294,16,16,14,0.516129,0.253968,0.451613,0.874349,0.507937,0.516129,31247,15,16,15,0.483871,0.253968,0.483871,0.833333,0.475132,0.483871,31346,15,19,18,0.483871,0.301587,0.580645,0.775535,0.480600,0.580645,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
330,31214,15,15,14,0.483871,0.238095,0.451613,0.855208,0.507937,0.483871,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,29297,14,19,17,0.451613,0.301587,0.548387,0.767981,0.450047,0.548387,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,31383,15,20,23,0.483871,0.317460,0.741935,0.732006,0.572119,0.741935,
331,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,31214,15,15,14,0.483871,0.238095,0.451613,0.855208,0.507937,0.483871,29232,14,17,16,0.451613,0.269841,0.516129,0.789674,0.477183,0.516129,31180,15,14,12,0.483871,0.222222,0.387097,0.894977,0.540741,0.483871,31383,15,20,23,0.483871,0.317460,0.741935,0.732006,0.572119,0.741935,
332,33293,16,16,13,0.516129,0.253968,0.419355,0.894857,0.507937,0.516129,31246,15,16,14,0.483871,0.253968,0.451613,0.856719,0.475132,0.483871,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31148,15,13,12,0.483871,0.206349,0.387097,0.891451,0.573545,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
333,33325,16,17,13,0.516129,0.269841,0.419355,0.898822,0.477183,0.516129,31214,15,15,14,0.483871,0.238095,0.451613,0.855208,0.507937,0.483871,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,31148,15,13,12,0.483871,0.206349,0.387097,0.891451,0.573545,0.483871,31383,15,20,23,0.483871,0.317460,0.741935,0.732006,0.572119,0.741935,
334,35310,17,15,14,0.548387,0.238095,0.451613,0.885314,0.565826,0.548387,29198,14,16,14,0.451613,0.253968,0.451613,0.833333,0.437642,0.451613,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31148,15,13,12,0.483871,0.206349,0.387097,0.891451,0.573545,0.483871,31382,15,20,22,0.483871,0.317460,0.709677,0.737380,0.552670,0.709677,
335,33262,16,15,14,0.516129,0.238095,0.451613,0.872007,0.538690,0.516129,29166,14,15,14,0.451613,0.238095,0.451613,0.833333,0.472789,0.451613,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31180,15,14,12,0.483871,0.222222,0.387097,0.894977,0.540741,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
336,33262,16,15,14,0.516129,0.238095,0.451613,0.872007,0.538690,0.516129,31246,15,16,14,0.483871,0.253968,0.451613,0.856719,0.475132,0.483871,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31147,15,13,11,0.483871,0.206349,0.354839,0.910824,0.573545,0.483871,33399,16,19,23,0.516129,0.301587,0.741935,0.747868,0.593513,0.741935,
337,33294,16,16,14,0.516129,0.253968,0.451613,0.874349,0.507937,0.516129,29167,14,15,15,0.451613,0.238095,0.483871,0.811458,0.507937,0.483871,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31179,15,14,11,0.483871,0.222222,0.354839,0.915525,0.540741,0.483871,33399,16,19,23,0.516129,0.301587,0.741935,0.747868,0.593513,0.741935,
338,31278,15,17,14,0.483871,0.269841,0.451613,0.858453,0.442328,0.483871,31247,15,16,15,0.483871,0.253968,0.483871,0.833333,0.475132,0.483871,29234,14,17,18,0.451613,0.269841,0.580645,0.764141,0.535273,0.580645,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,31351,15,19,23,0.483871,0.301587,0.741935,0.735659,0.593513,0.741935,
339,31277,15,17,13,0.483871,0.269841,0.419355,0.883573,0.442328,0.483871,31215,15,15,15,0.483871,0.238095,0.483871,0.833333,0.507937,0.483871,29234,14,17,18,0.451613,0.269841,0.580645,0.764141,0.535273,0.580645,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
340,31245,15,16,13,0.483871,0.253968,0.419355,0.880104,0.475132,0.483871,31247,15,16,15,0.483871,0.253968,0.483871,0.833333,0.475132,0.483871,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,29162,14,15,10,0.451613,0.238095,0.322581,0.934053,0.472789,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
341,31245,15,16,13,0.483871,0.253968,0.419355,0.880104,0.475132,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,31249,15,16,17,0.483871,0.253968,0.548387,0.796812,0.536881,0.548387,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
342,31245,15,16,13,0.483871,0.253968,0.419355,0.880104,0.475132,0.483871,33262,16,15,14,0.516129,0.238095,0.451613,0.872007,0.538690,0.516129,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,29162,14,15,10,0.451613,0.238095,0.322581,0.934053,0.472789,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
343,31245,15,16,13,0.483871,0.253968,0.419355,0.880104,0.475132,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,29130,14,14,10,0.451613,0.222222,0.322581,0.927083,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
344,31213,15,15,13,0.483871,0.238095,0.419355,0.877083,0.507937,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,27216,13,18,16,0.419355,0.285714,0.516129,0.763333,0.446429,0.516129,29162,14,15,10,0.451613,0.238095,0.322581,0.934053,0.472789,0.451613,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
345,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,31246,15,16,14,0.483871,0.253968,0.451613,0.856719,0.475132,0.483871,27216,13,18,16,0.419355,0.285714,0.516129,0.763333,0.446429,0.516129,29130,14,14,10,0.451613,0.222222,0.322581,0.927083,0.507937,0.451613,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
346,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,27217,13,18,17,0.419355,0.285714,0.548387,0.751462,0.478992,0.548387,29098,14,13,10,0.451613,0.206349,0.322581,0.921016,0.543084,0.451613,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
347,31213,15,15,13,0.483871,0.238095,0.419355,0.877083,0.507937,0.483871,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,27217,13,18,17,0.419355,0.285714,0.548387,0.751462,0.478992,0.548387,29098,14,13,10,0.451613,0.206349,0.322581,0.921016,0.543084,0.451613,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
348,31213,15,15,13,0.483871,0.238095,0.419355,0.877083,0.507937,0.483871,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,31382,15,20,22,0.483871,0.317460,0.709677,0.737380,0.552670,0.709677,
349,31181,15,14,13,0.483871,0.222222,0.419355,0.874429,0.540741,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29066,14,12,10,0.451613,0.190476,0.322581,0.915686,0.578231,0.451613,31382,15,20,22,0.483871,0.317460,0.709677,0.737380,0.552670,0.709677,
350,33229,16,14,13,0.516129,0.222222,0.419355,0.888211,0.569444,0.516129,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,27217,13,18,17,0.419355,0.285714,0.548387,0.751462,0.478992,0.548387,31147,15,13,11,0.483871,0.206349,0.354839,0.910824,0.573545,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
351,33230,16,14,14,0.516129,0.222222,0.451613,0.869919,0.569444,0.516129,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29163,14,15,11,0.451613,0.238095,0.354839,0.908873,0.472789,0.451613,33430,16,20,22,0.516129,0.317460,0.709677,0.751088,0.552670,0.709677,
352,33230,16,14,14,0.516129,0.222222,0.451613,0.869919,0.569444,0.516129,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
353,33230,16,14,14,0.516129,0.222222,0.451613,0.869919,0.569444,0.516129,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,29234,14,17,18,0.451613,0.269841,0.580645,0.764141,0.535273,0.580645,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
354,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,31282,15,17,18,0.483871,0.269841,0.580645,0.781439,0.535273,0.580645,29131,14,14,11,0.451613,0.222222,0.354839,0.903646,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
355,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,31250,15,16,18,0.483871,0.253968,0.580645,0.783960,0.562610,0.580645,27019,13,12,11,0.419355,0.190476,0.354839,0.880313,0.545788,0.419355,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
356,33229,16,14,13,0.516129,0.222222,0.419355,0.888211,0.569444,0.516129,31310,15,18,14,0.483871,0.285714,0.451613,0.860465,0.409524,0.483871,31250,15,16,18,0.483871,0.253968,0.580645,0.783960,0.562610,0.580645,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,31415,15,21,23,0.483871,0.333333,0.741935,0.728070,0.550725,0.741935,
357,33229,16,14,13,0.516129,0.222222,0.419355,0.888211,0.569444,0.516129,31278,15,17,14,0.483871,0.269841,0.451613,0.858453,0.442328,0.483871,31250,15,16,18,0.483871,0.253968,0.580645,0.783960,0.562610,0.580645,29066,14,12,10,0.451613,0.190476,0.322581,0.915686,0.578231,0.451613,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
358,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,31342,15,19,14,0.483871,0.301587,0.451613,0.862828,0.376720,0.483871,31249,15,16,17,0.483871,0.253968,0.548387,0.796812,0.536881,0.548387,31146,15,13,10,0.483871,0.206349,0.322581,0.930197,0.573545,0.483871,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
359,33229,16,14,13,0.516129,0.222222,0.419355,0.888211,0.569444,0.516129,31310,15,18,14,0.483871,0.285714,0.451613,0.860465,0.409524,0.483871,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,31179,15,14,11,0.483871,0.222222,0.354839,0.915525,0.540741,0.483871,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
360,33262,16,15,14,0.516129,0.238095,0.451613,0.872007,0.538690,0.516129,33326,16,17,14,0.516129,0.269841,0.451613,0.876992,0.477183,0.516129,31249,15,16,17,0.483871,0.253968,0.548387,0.796812,0.536881,0.548387,31147,15,13,11,0.483871,0.206349,0.354839,0.910824,0.573545,0.483871,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
361,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,31147,15,13,11,0.483871,0.206349,0.354839,0.910824,0.573545,0.483871,33495,16,22,23,0.516129,0.349206,0.741935,0.737505,0.529331,0.741935,
362,31213,15,15,13,0.483871,0.238095,0.419355,0.877083,0.507937,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,31083,15,11,11,0.483871,0.174603,0.354839,0.902870,0.639153,0.483871,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
363,31214,15,15,14,0.483871,0.238095,0.451613,0.855208,0.507937,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,31282,15,17,18,0.483871,0.269841,0.580645,0.781439,0.535273,0.580645,31115,15,12,11,0.483871,0.190476,0.354839,0.906632,0.606349,0.483871,31446,15,22,22,0.483871,0.349206,0.709677,0.728930,0.507937,0.709677,
364,31246,15,16,14,0.483871,0.253968,0.451613,0.856719,0.475132,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,31282,15,17,18,0.483871,0.269841,0.580645,0.781439,0.535273,0.580645,29067,14,12,11,0.451613,0.190476,0.354839,0.895098,0.578231,0.451613,31447,15,22,23,0.483871,0.349206,0.741935,0.723816,0.529331,0.741935,
365,33262,16,15,14,0.516129,0.238095,0.451613,0.872007,0.538690,0.516129,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,31250,15,16,18,0.483871,0.253968,0.580645,0.783960,0.562610,0.580645,31083,15,11,11,0.483871,0.174603,0.354839,0.902870,0.639153,0.483871,31382,15,20,22,0.483871,0.317460,0.709677,0.737380,0.552670,0.709677,
366,33261,16,15,13,0.516129,0.238095,0.419355,0.891344,0.538690,0.516129,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,31282,15,17,18,0.483871,0.269841,0.580645,0.781439,0.535273,0.580645,33163,16,12,11,0.516129,0.190476,0.354839,0.915881,0.630952,0.516129,31351,15,19,23,0.483871,0.301587,0.741935,0.735659,0.593513,0.741935,
367,33229,16,14,13,0.516129,0.222222,0.419355,0.888211,0.569444,0.516129,31215,15,15,15,0.483871,0.238095,0.483871,0.833333,0.507937,0.483871,31250,15,16,18,0.483871,0.253968,0.580645,0.783960,0.562610,0.580645,31114,15,12,10,0.483871,0.190476,0.322581,0.924956,0.606349,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
368,33229,16,14,13,0.516129,0.222222,0.419355,0.888211,0.569444,0.516129,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,29034,14,11,10,0.451613,0.174603,0.322581,0.910967,0.613379,0.451613,31383,15,20,23,0.483871,0.317460,0.741935,0.732006,0.572119,0.741935,
369,31246,15,16,14,0.483871,0.253968,0.451613,0.856719,0.475132,0.483871,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31146,15,13,10,0.483871,0.206349,0.322581,0.930197,0.573545,0.483871,31351,15,19,23,0.483871,0.301587,0.741935,0.735659,0.593513,0.741935,
370,29198,14,16,14,0.451613,0.253968,0.451613,0.833333,0.437642,0.451613,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,31146,15,13,10,0.483871,0.206349,0.322581,0.930197,0.573545,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
371,29197,14,16,13,0.451613,0.253968,0.419355,0.860535,0.437642,0.451613,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29065,14,12,9,0.451613,0.190476,0.290323,0.936275,0.578231,0.451613,31351,15,19,23,0.483871,0.301587,0.741935,0.735659,0.593513,0.741935,
372,29197,14,16,13,0.451613,0.253968,0.419355,0.860535,0.437642,0.451613,31278,15,17,14,0.483871,0.269841,0.451613,0.858453,0.442328,0.483871,29297,14,19,17,0.451613,0.301587,0.548387,0.767981,0.450047,0.548387,31114,15,12,10,0.483871,0.190476,0.322581,0.924956,0.606349,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
373,29197,14,16,13,0.451613,0.253968,0.419355,0.860535,0.437642,0.451613,31278,15,17,14,0.483871,0.269841,0.451613,0.858453,0.442328,0.483871,29264,14,18,16,0.451613,0.285714,0.516129,0.786667,0.446429,0.516129,31146,15,13,10,0.483871,0.206349,0.322581,0.930197,0.573545,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
374,29229,14,17,13,0.451613,0.269841,0.419355,0.862911,0.402494,0.451613,31246,15,16,14,0.483871,0.253968,0.451613,0.856719,0.475132,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,27050,13,13,10,0.419355,0.206349,0.322581,0.909054,0.507937,0.419355,31383,15,20,23,0.483871,0.317460,0.741935,0.732006,0.572119,0.741935,
375,29197,14,16,13,0.451613,0.253968,0.419355,0.860535,0.437642,0.451613,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,29264,14,18,16,0.451613,0.285714,0.516129,0.786667,0.446429,0.516129,27050,13,13,10,0.419355,0.206349,0.322581,0.909054,0.507937,0.419355,31383,15,20,23,0.483871,0.317460,0.741935,0.732006,0.572119,0.741935,
376,29197,14,16,13,0.451613,0.253968,0.419355,0.860535,0.437642,0.451613,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29130,14,14,10,0.451613,0.222222,0.322581,0.927083,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
377,29197,14,16,13,0.451613,0.253968,0.419355,0.860535,0.437642,0.451613,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29130,14,14,10,0.451613,0.222222,0.322581,0.927083,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
378,29133,14,14,13,0.451613,0.222222,0.419355,0.856771,0.507937,0.451613,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29130,14,14,10,0.451613,0.222222,0.322581,0.927083,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
379,29133,14,14,13,0.451613,0.222222,0.419355,0.856771,0.507937,0.451613,31247,15,16,15,0.483871,0.253968,0.483871,0.833333,0.475132,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29130,14,14,10,0.451613,0.222222,0.322581,0.927083,0.507937,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
380,31181,15,14,13,0.483871,0.222222,0.419355,0.874429,0.540741,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29098,14,13,10,0.451613,0.206349,0.322581,0.921016,0.543084,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
381,29165,14,15,13,0.451613,0.238095,0.419355,0.858513,0.472789,0.451613,33328,16,17,16,0.516129,0.269841,0.516129,0.833333,0.477183,0.516129,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31146,15,13,10,0.483871,0.206349,0.322581,0.930197,0.573545,0.483871,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
382,29165,14,15,13,0.451613,0.238095,0.419355,0.858513,0.472789,0.451613,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,29234,14,17,18,0.451613,0.269841,0.580645,0.764141,0.535273,0.580645,33194,16,13,10,0.516129,0.206349,0.322581,0.937466,0.600198,0.516129,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
383,29197,14,16,13,0.451613,0.253968,0.419355,0.860535,0.437642,0.451613,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,29234,14,17,18,0.451613,0.269841,0.580645,0.764141,0.535273,0.580645,31179,15,14,11,0.483871,0.222222,0.354839,0.915525,0.540741,0.483871,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
384,29133,14,14,13,0.451613,0.222222,0.419355,0.856771,0.507937,0.451613,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,31179,15,14,11,0.483871,0.222222,0.354839,0.915525,0.540741,0.483871,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
385,31181,15,14,13,0.483871,0.222222,0.419355,0.874429,0.540741,0.483871,33327,16,17,15,0.516129,0.269841,0.483871,0.855163,0.477183,0.516129,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29067,14,12,11,0.451613,0.190476,0.354839,0.895098,0.578231,0.451613,31446,15,22,22,0.483871,0.349206,0.709677,0.728930,0.507937,0.709677,
386,31181,15,14,13,0.483871,0.222222,0.419355,0.874429,0.540741,0.483871,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,31446,15,22,22,0.483871,0.349206,0.709677,0.728930,0.507937,0.709677,
387,31181,15,14,13,0.483871,0.222222,0.419355,0.874429,0.540741,0.483871,31311,15,18,15,0.483871,0.285714,0.483871,0.833333,0.409524,0.483871,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31147,15,13,11,0.483871,0.206349,0.354839,0.910824,0.573545,0.483871,31446,15,22,22,0.483871,0.349206,0.709677,0.728930,0.507937,0.709677,
388,29197,14,16,13,0.451613,0.253968,0.419355,0.860535,0.437642,0.451613,31278,15,17,14,0.483871,0.269841,0.451613,0.858453,0.442328,0.483871,31281,15,17,17,0.483871,0.269841,0.548387,0.794730,0.507937,0.548387,31115,15,12,11,0.483871,0.190476,0.354839,0.906632,0.606349,0.483871,31414,15,21,22,0.483871,0.333333,0.709677,0.733333,0.530303,0.709677,
389,29165,14,15,13,0.451613,0.238095,0.419355,0.858513,0.472789,0.451613,31343,15,19,15,0.483871,0.301587,0.483871,0.833333,0.376720,0.483871,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,29066,14,12,10,0.451613,0.190476,0.322581,0.915686,0.578231,0.451613,31382,15,20,22,0.483871,0.317460,0.709677,0.737380,0.552670,0.709677,
390,29198,14,16,14,0.451613,0.253968,0.451613,0.833333,0.437642,0.451613,31278,15,17,14,0.483871,0.269841,0.451613,0.858453,0.442328,0.483871,29233,14,17,17,0.451613,0.269841,0.548387,0.775429,0.507937,0.548387,31147,15,13,11,0.483871,0.206349,0.354839,0.910824,0.573545,0.483871,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
391,29198,14,16,14,0.451613,0.253968,0.451613,0.833333,0.437642,0.451613,31279,15,17,15,0.483871,0.269841,0.483871,0.833333,0.442328,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29066,14,12,10,0.451613,0.190476,0.322581,0.915686,0.578231,0.451613,33431,16,20,23,0.516129,0.317460,0.741935,0.744672,0.572119,0.741935,
392,31213,15,15,13,0.483871,0.238095,0.419355,0.877083,0.507937,0.483871,31246,15,16,14,0.483871,0.253968,0.451613,0.856719,0.475132,0.483871,29297,14,19,17,0.451613,0.301587,0.548387,0.767981,0.450047,0.548387,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
393,31213,15,15,13,0.483871,0.238095,0.419355,0.877083,0.507937,0.483871,31246,15,16,14,0.483871,0.253968,0.451613,0.856719,0.475132,0.483871,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,29099,14,13,11,0.451613,0.206349,0.354839,0.899095,0.543084,0.451613,33430,16,20,22,0.516129,0.317460,0.709677,0.751088,0.552670,0.709677,
394,31213,15,15,13,0.483871,0.238095,0.419355,0.877083,0.507937,0.483871,33295,16,16,15,0.516129,0.253968,0.483871,0.853841,0.507937,0.516129,29265,14,18,17,0.451613,0.285714,0.548387,0.771930,0.478992,0.548387,31147,15,13,11,0.483871,0.206349,0.354839,0.910824,0.573545,0.483871,33463,16,21,23,0.516129,0.333333,0.741935,0.741228,0.550725,0.741935,
